Station ID,Group,Sample Date (mm/dd/yyyy),Sample Time (hh:mm),Establishment Date (mm/dd/yyyy),Establishment Time (hh:mm),Time Zone,Direction (Collar Number),Direction (Compass Degrees),Pin Number,Observed Pin Height (mm),Verified Pin Height (mm),SETID,Organization,Personnel,Observation Comments,Verification Comments,Site Conditions
CRMS0581-E01,,1/30/2023,10:26,6/8/2006,16:33,CST,1,40,1,579,579,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;L. Ledoux;C. Briolo;J. Aguillard,,,Site is flooded 20.5 cm; Vegetation is senesced; Dominant spp. are Spartina alterniflora; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 167 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,1,130,2,454,454,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,On Spartina patens crown.,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,1,130,3,424,424,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,1,130,4,427,427,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,1,130,5,424,424,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,1,130,6,425,425,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,1,130,7,430,430,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,1,130,8,422,422,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,1,130,9,412,412,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,3,40,1,471,471,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,On Spartina patens crown.,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,3,40,2,463,463,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,On Spartina patens crown.,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,3,40,3,456,456,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,On Spartina patens crown.,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,3,40,4,369,369,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,3,40,5,385,385,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,3,40,6,372,372,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,3,40,7,353,353,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,3,40,8,414,414,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,On Spartina patens crown.,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,3,40,9,283,,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,In a hole.,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,5,310,1,455,455,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,On Spartina patens crown.,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,5,310,2,466,466,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,On Spartina patens crown.,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,5,310,3,433,433,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,5,310,4,441,441,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,5,310,5,440,440,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,5,310,6,431,431,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,5,310,7,437,437,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,5,310,8,436,436,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,5,310,9,454,454,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,On Spartina patens crown.,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,7,220,1,488,488,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,7,220,2,487,487,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,7,220,3,476,476,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,7,220,4,466,466,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,7,220,5,459,459,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,7,220,6,443,443,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,7,220,7,455,455,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,7,220,8,454,454,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,7,220,9,438,438,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,1,204,1,437,437,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,1,204,2,412,412,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,1,204,3,417,417,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,1,204,4,421,421,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,1,204,5,425,425,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,1,204,6,426,426,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,1,204,7,423,423,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,1,204,8,433,433,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,1,204,9,395,395,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,3,114,1,443,443,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,3,114,2,441,441,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,3,114,3,434,434,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,3,114,4,452,452,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,3,114,5,455,455,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,3,114,6,460,460,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,3,114,7,468,468,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,3,114,8,483,483,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,3,114,9,467,467,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,5,24,1,444,444,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,5,24,2,472,472,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,5,24,3,456,456,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,5,24,4,485,485,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,5,24,5,481,481,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,5,24,6,492,492,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,5,24,7,461,461,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,5,24,8,486,486,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,5,24,9,498,498,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,7,294,1,431,431,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,7,294,2,427,427,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,7,294,3,374,374,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,7,294,4,422,422,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,7,294,5,423,423,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,7,294,6,453,453,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,7,294,7,398,398,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,7,294,8,385,385,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
CRMS0687-E01,,1/19/2023,11:00,9/28/2007,8:10,CST,7,294,9,371,371,2018-13,COASTAL ESTUARY SERVICES LLC,S. Dawson;K. Guillory;J. Dunn,,,S. Dawson took over as RSET reader.; Site is not flooded (Wet); Vegetation is senesced; Dominant spp. are Juncus roemerianus; Firm  mineral soil; No Thatch; No Disturbance; Rod to collar = 152 mm
